Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
garstyciu-milteliai,,,,,,,,,250g,,,,,20-1,1000.0,,0,deny,manual,1.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
garstyciu-milteliai,,,,,,,,,350g,,,,,20-2,1000.0,,0,deny,manual,2.28,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
garstyciu-milteliai,,,,,,,,,1kg,,,,,20-3,1000.0,,0,deny,manual,6.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
garam-masala,Garam masala,"<p>Mėgstantiems gurmanišką mėsos, troškinių skonį. Suteikia rytų aromatą ir skonį.</p>
<p>Sudėtis: kalendra, juodieji pipirai, cinamonas, kuminai, muskato riešutai, gvazdikėliai, kardamonai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,19,1000.0,,0,deny,manual,1.50,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Garammasala.jpg?v=1634564408,1,,false,,,,,,,,,,,,,,,,,kg,,,active
garam-masala,,,,,,,,,250g,,,,,19-1,1000.0,,0,deny,manual,3.75,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
garam-masala,,,,,,,,,350g,,,,,19-2,1000.0,,0,deny,manual,5.25,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
garam-masala,,,,,,,,,1kg,,,,,19-3,1000.0,,0,deny,manual,15.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dziovintos-raugeriskio-uogos,Džiovintos raugeriškio uogos,"Naudojamos troškiniams, plovui.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,18,1000.0,,0,deny,manual,4.40,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Dziovintosraugeriskiouogos.jpg?v=1634564329,1,,false,,,,,,,,,,,,,,,,,kg,,,active
dziovintos-raugeriskio-uogos,,,,,,,,,250g,,,,,18-1,1000.0,,0,deny,manual,11.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dziovintos-raugeriskio-uogos,,,,,,,,,350g,,,,,18-2,1000.0,,0,deny,manual,15.40,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dziovintos-raugeriskio-uogos,,,,,,,,,1kg,,,,,18-3,1000.0,,0,deny,manual,44.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
didkepsniui-su-juodaja-garstycia,Didkepsniui su juodaja garstyčia,"<p>Tinka kepsniams, mėsos gaminiams. Turi minkštinančią, trapumą mėsai suteikiančią savybę.</p>
<p>Sudėtis: česnakai, saldžios raudonos paprikos, juodųjų garstyčių sėklos 32%,  cukrus.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,17,0.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Didkepsniuisujuodajagarstycia.jpg?v=1634564232,1,,false,,,,,,,,,,,,,,,,,kg,,,active
didkepsniui-su-juodaja-garstycia,,,,,,,,,250g,,,,,17-1,0.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
didkepsniui-su-juodaja-garstycia,,,,,,,,,350g,,,,,17-2,0.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
didkepsniui-su-juodaja-garstycia,,,,,,,,,1kg,,,,,17-3,0.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dekoras-su-sezamu,Dekoras su sezamu,"<p>Puikiai tinka paukštienai, kepsniams.</p>
<p>Sudėtis: saldžios raudonos paprikos, česnakai, sezamas 21 %, saldžios žalios paprikos, porai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,16,1000.0,,0,deny,manual,1.05,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Dekorassusezamu.jpg?v=1634564128,1,,false,,,,,,,,,,,,,,,,,kg,,,active
dekoras-su-sezamu,,,,,,,,,250g,,,,,16-1,1000.0,,0,deny,manual,2.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dekoras-su-sezamu,,,,,,,,,350g,,,,,16-2,1000.0,,0,deny,manual,3.68,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dekoras-su-sezamu,,,,,,,,,1kg,,,,,16-3,1000.0,,0,deny,manual,10.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dasis,Dašis,Naudojamas mėsos patiekalams gardinti.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,15,1000.0,,0,deny,manual,1.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Dasis.jpg?v=1634564033,1,,false,,,,,,,,,,,,,,,,,kg,,,active
dasis,,,,,,,,,250g,,,,,15-1,1000.0,,0,deny,manual,3.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dasis,,,,,,,,,350g,,,,,15-2,1000.0,,0,deny,manual,4.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dasis,,,,,,,,,1kg,,,,,15-3,1000.0,,0,deny,manual,12.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
darzoviu-misinys-stambus,Daržovių mišinys stambus,"<p>Naudojamas sriuboms, troškiniams gardinti.</p>
<p>Sudėtis: morkos, pastarnokai, salierų šaknys, saldžios raudonos paprikos, česnakai, svogūnai, porai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,14,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Darzoviumisinysstambus.jpg?v=1634563952,1,,false,,,,,,,,,,,,,,,,,kg,,,active
darzoviu-misinys-stambus,,,,,,,,,250g,,,,,14-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
darzoviu-misinys-stambus,,,,,,,,,350g,,,,,14-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
darzoviu-misinys-stambus,,,,,,,,,1kg,,,,,14-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
citrininiai-pipirai,Citrininiai pipirai,"<p>Naudojami žuviai, sumuštiniams su lašiša,  salotoms, puikiai tinka su avokadu.</p>
<p>Sudėtis: druska, juodieji pipirai, svogūnai, cukrus, maltodekstrinas, česnakai, citrinų rūgštis, citrinų granulės, garstyčių milteliai, maistinės kviečių skaidulos.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,13,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Citrininiaipipirai.jpg?v=1634563812,1,,false,,,,,,,,,,,,,,,,,kg,,,active
citrininiai-pipirai,,,,,,,,,250g,,,,,13-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
citrininiai-pipirai,,,,,,,,,350g,,,,,13-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
citrininiai-pipirai,,,,,,,,,1kg,,,,,13-4,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ciberzole,Ciberžolė,"Tinka naudoti į sriubas, troškinius, ryžius, makaronus. Naudinga savo priešuždegiminėmis savybėmis.  Galima naudoti su medumi, arba gerti kaip arbatą.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,12,1000.0,,0,deny,manual,0.75,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Ciberzole.jpg?v=1634563675,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ciberzole,,,,,,,,,250g,,,,,12-1,1000.0,,0,deny,manual,1.88,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ciberzole,,,,,,,,,350g,,,,,12-2,1000.0,,0,deny,manual,2.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ciberzole,,,,,,,,,1kg,,,,,12-3,1000.0,,0,deny,manual,7.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
chimichuri-be-druskos,Chimichuri be druskos,"<p>Tinka  mėsos  patiekalams, troškiniams, sriuboms, makaronams.</p>
<p>Sudėtis: svogūnai, česnakai, cukrus, raudonėliai, petražolės, saldžios raudonos paprikos.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,11,1000.0,,0,deny,manual,1.60,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Chimichuribedruskos.jpg?v=1634562505,1,,false,,,,,,,,,,,,,,,,,kg,,,active
chimichuri-be-druskos,,,,,,,,,250g,,,,,11-1,1000.0,,0,deny,manual,4.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
chimichuri-be-druskos,,,,,,,,,350g,,,,,11-2,1000.0,,0,deny,manual,5.60,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
chimichuri-be-druskos,,,,,,,,,1kg,,,,,11-3,1000.0,,0,deny,manual,16.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
chmeli-suneli,Chmeli-suneli,"<p>Tinka troškiniams, sriuboms, mėsos gaminiams, žuviai.</p>
<p>Sudėtis: ciberžolė, ožragė, kalendra, lauro lapai, krapai, čiobreliai, salierai, bazilikai, pipirmėtės, mairūnai, petražolės, aštrios raudonos paprikos. </p>
<p>Sudėtyje gali būti garstyčių, sezamo sėklų, riešutų pėdsakų.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,10,1000.0,,0,deny,manual,1.60,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Chemli-suneli.jpg?v=1634562450,1,,false,,,,,,,,,,,,,,,,,kg,,,active
chmeli-suneli,,,,,,,,,250g,,,,,10-1,1000.0,,0,deny,manual,4.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
chmeli-suneli,,,,,,,,,350g,,,,,10-2,1000.0,,0,deny,manual,5.60,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
chmeli-suneli,,,,,,,,,1kg,,,,,10-3,1000.0,,0,deny,manual,16.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bruscheta,Bruscheta,"<p>Tinka barstyti ant silkės, salotų, makaronų. Rekomenduojama barstyti ant patiekalo viršaus, kad išliktų mišinuko traškumas.</p>
<p>Sudėtis: pomidorai, svogūnai, česnakai, saldžios raudonos paprikos, raudonėliai, bazilikai, petražolės.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,9,1000.0,,0,deny,manual,3.00,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Bruscheta.jpg?v=1634562341,1,,false,,,,,,,,,,,,,,,,,kg,,,active
bruscheta,,,,,,,,,250g,,,,,9-1,1000.0,,0,deny,manual,7.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bruscheta,,,,,,,,,350g,,,,,9-2,1000.0,,0,deny,manual,10.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bruscheta,,,,,,,,,1kg,,,,,9-3,1000.0,,0,deny,manual,30.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bbq-zuviai,BBQ Žuviai,"Sudėtis: svogūnai, petražolės, garstyčios, česnakai, bazilikas, ciberžolės, kvapieji pipirai,, citrinų granulės, pipirmėtės, kviečių skaidulos, laurų lapai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,8,1000.0,,0,deny,manual,1.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Bbqzuviai.jpg?v=1634562254,1,,false,,,,,,,,,,,,,,,,,kg,,,active
bbq-zuviai,,,,,,,,,250g,,,,,8-1,1000.0,,0,deny,manual,3.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bbq-zuviai,,,,,,,,,350g,,,,,8-2,1000.0,,0,deny,manual,4.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bbq-zuviai,,,,,,,,,1kg,,,,,8-3,1000.0,,0,deny,manual,12.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bajoriski-kepsniu-prieskoniai-su-apelsinais,Bajoriški kepsnių prieskoniai su apelsinais,"<p>Tinka šašlykams marinuoti, paukštienos ir daržovių patiekalams skaninti, taip pat silkei, sriuboms ir padažams.</p>
<p>Sudėtis: svogūnai, apelsinai (20%), bazilikai, raudonos saldžios paprikos, aitrioji čili paprikėlė, petražolės.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,7,1000.0,,0,deny,manual,1.80,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Bajoriskikepsniuprieskoniaisuapelsinais.jpg?v=1634562163,1,,false,,,,,,,,,,,,,,,,,kg,,,active
bajoriski-kepsniu-prieskoniai-su-apelsinais,,,,,,,,,250g,,,,,7-1,1000.0,,0,deny,manual,4.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bajoriski-kepsniu-prieskoniai-su-apelsinais,,,,,,,,,350g,,,,,7-2,1000.0,,0,deny,manual,6.30,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bajoriski-kepsniu-prieskoniai-su-apelsinais,,,,,,,,,1kg,,,,,7-3,1000.0,,0,deny,manual,18.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
astrumelis,Aštrumėlis,"<p>Puikiai tinka skaninti troškinius, kepsnius, gaminant prieskoninius sūrius.</p>
<p>Sudėtis: česnakai, jūros druska, aitrios čili paprikėlės, petražolės, bazilikai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,6,1000.0,,0,deny,manual,1.80,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Astrumelis.jpg?v=1634562073,1,,false,,,,,,,,,,,,,,,,,kg,,,active
astrumelis,,,,,,,,,250g,,,,,6-1,1000.0,,0,deny,manual,4.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
astrumelis,,,,,,,,,350g,,,,,6-2,1000.0,,0,deny,manual,6.30,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
astrumelis,,,,,,,,,1kg,,,,,6-3,1000.0,,0,deny,manual,18.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
armeniskas-prieskoniu-misinys-basturma,Armėniškas prieskonių mišinys Basturma,"<p>Šiuo aštraus skonio mišiniu tinka gardinti vytintą mėsą. </p>
<p>Sudėtis: ožragės , čili, laurų lapai, raudonos saldžios paprikos, kalendros, raudonieji pipirai, kadagio uogos, juodieji pipirai. </p>
<p>Sudėtyje gali būti garstyčių, salierų, sezamo sėklų, riešutų, pieno ir jo produktų produktų, glitimo turinčių javų ir jo produktų pėdsakų.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,5,1000.0,,0,deny,manual,3.50,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/ArmeniskasprieskoniumisinysBasturma.jpg?v=1634561884,1,,false,,,,,,,,,,,,,,,,,kg,,,active
armeniskas-prieskoniu-misinys-basturma,,,,,,,,,250g,,,,,5-1,1000.0,,0,deny,manual,8.75,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
armeniskas-prieskoniu-misinys-basturma,,,,,,,,,350g,,,,,5-2,1000.0,,0,deny,manual,12.25,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
armeniskas-prieskoniu-misinys-basturma,,,,,,,,,1kg,,,,,5-3,1000.0,,0,deny,manual,35.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
arabiskas,Arabiškas,"Puikiai tinka mėsos patiekalams. Sudėtis: česnakai, čili, druska, pipirai, rozmarinai, čiobreliai, bazilikai, raudonėliai, petražolės.",Paskanink,,,"",true,Size,100g,,,,,4,1000.0,,0,deny,manual,2.00,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Arabiskas.jpg?v=1634552774,1,,false,,,,,,,,,,,,,,,,,kg,,,active
arabiskas,,,,,,,,,250g,,,,,4-1,1000.0,,0,deny,manual,5.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
arabiskas,,,,,,,,,350g,,,,,4-2,1000.0,,0,deny,manual,7.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
arabiskas,,,,,,,,,1kg,,,,,4-3,1000.0,,0,deny,manual,20.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
anyziu-seklos,Anyžių sėklos,"Anyžių sėklos naudojamos arbatai, marinatams. Šios sėklos yra viena iš sudedamųjų dalių arbatų mišiniuose nuo peršalimo.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,3,1000.0,,0,deny,manual,2.00,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Anyziuseklos.jpg?v=1634552571,1,,false,,,,,,,,,,,,,,,,,kg,,,active
anyziu-seklos,,,,,,,,,250g,,,,,3-1,1000.0,,0,deny,manual,5.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
anyziu-seklos,,,,,,,,,350g,,,,,3-2,1000.0,,0,deny,manual,7.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
anyziu-seklos,,,,,,,,,1kg,,,,,3-3,1000.0,,0,deny,manual,20.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
amerikietiskas-java-regiono-misinys,Amerikietiškas Java regiono mišinys,"<p>Rekomenduojama naudoti pagal skonį. Labai tinka bulvėms, makaronams, paukštienai.</p>
<p>Sudedamosios dalys: saldi raudona paprika, česnakai, juodieji pipirai, kmynai, kalendra, svogūnai, cukranendrių cukrus. Sudėtyje gali būti salierų, garstyčių, sezamo, sojos produktų pėdsakų.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,2,1000.0,,0,deny,manual,3.50,,true,false,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/AmerikietiskasJavaregionomisinys.jpg?v=1634551100,1,,false,,,,,,,,,,,,,,,,,kg,,,active
amerikietiskas-java-regiono-misinys,,,,,,,,,250g,,,,,2-1,1000.0,,0,deny,manual,8.75,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
amerikietiskas-java-regiono-misinys,,,,,,,,,350g,,,,,2-2,1000.0,,0,deny,manual,12.25,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
amerikietiskas-java-regiono-misinys,,,,,,,,,1kg,,,,,2-3,1000.0,,0,deny,manual,22.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
